name,occupation,count,birthtime,birthplace,location,point,chart
Philippe_Léotard,r_poets,303,"['1940', 8, '28', '01:00']","Nice, France","Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France","('43n7009', '7e2684')",<flatlib.chart.Chart object at 0x62478b828>
Jimmy_Santiago_Baca,r_poets,304,"['1952', 1, '2']","Santa Fe, New Mexico, United States","Santa Fe, Santa Fe County, New Mexico, United States of America","('35n687', '105w9378')",<flatlib.chart.Chart object at 0x6247937b8>
Emil_Botta,r_poets,305,"['1911', 9, '17']","Adjud, Romania","Adjud, Vrancea, 625100, România","('46n1001', '27e1807')",<flatlib.chart.Chart object at 0x624793860>
Yukio_Mishima,r_poets,306,"['1925', 1, '14', '21:00']","Tokyo, Japan","東京都, 日本 (Japan)","('35n6828', '139e7595')",<flatlib.chart.Chart object at 0x624788860>
E._F._Burian,r_poets,307,"['1904', 6, '11']","Pilsen, Czech Republic","Plzeň, okres Plzeň-město, Plzeňský kraj, Jihozápad, Česká republika","('49n7477', '13e3775')",<flatlib.chart.Chart object at 0x624788828>
Jaroslav_Seifert,r_poets,311,"['1901', 9, '23']","Prague, Czech Republic","Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","('50n0875', '14e4213')",<flatlib.chart.Chart object at 0x624773898>
Egon_Bondy,r_poets,312,"['1930', 1, '20']","Prague, Czech Republic","Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","('50n0875', '14e4213')",<flatlib.chart.Chart object at 0x624773828>
Forugh_Farrokhzad,r_poets,313,"['1935', 1, '5']","Tehran, Iran","تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, ایران","('35n7006', '51e4014')",<flatlib.chart.Chart object at 0x62478c8d0>
Francis_Picabia,r_poets,317,"['1879', 1, '22', '11:00']","Paris, France","Paris, Île-de-France, France métropolitaine, France","('48n8567', '2e3515')",<flatlib.chart.Chart object at 0x62478cfd0>
Ivan_Martin_Jirous,r_poets,319,"['1944', 9, '23']","Humpolec, Czech Republic","Humpolec, okres Pelhřimov, Kraj Vysočina, Jihovýchod, Česká republika","('49n5419', '15e3587')",<flatlib.chart.Chart object at 0x6247a8898>
Ludvík_Kundera,r_poets,322,"['1920', 3, '22']","Brno, Czech Republic","Brno, okres Brno-město, Jihomoravský kraj, Jihovýchod, Česká republika","('49n1922', '16e6113')",<flatlib.chart.Chart object at 0x624773f98>
Peter_Orlovsky,r_poets,323,"['1933', 7, '8']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6247a6898>
Gregory_Corso,r_poets,324,"['1930', 3, '26']","New York, New York, United States","New York, United States of America","('40n7127', '74w006')",<flatlib.chart.Chart object at 0x6247a6860>
Karel_Hynek_Mácha,r_poets,329,"['1810', 11, '16']","Prague, Czech Republic","Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","('50n0875', '14e4213')",<flatlib.chart.Chart object at 0x6247b1940>
František_Hrubín,r_poets,330,"['1910', 9, '17']","Prague, Czech Republic","Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","('50n0875', '14e4213')",<flatlib.chart.Chart object at 0x6247b1828>
Bulat_Okudzhava,r_poets,333,"['1924', 5, '9']","Moscow, Russia","Москва, Центральный федеральный округ, Россия","('55n4792', '37e3273')",<flatlib.chart.Chart object at 0x6247b1898>
Jindřich_Hořejší,r_poets,337,"['1886', 4, '25']","Prague, Czech Republic","Praha, okres Hlavní město Praha, Hlavní město Praha, Praha, Česká republika","('50n0875', '14e4213')",<flatlib.chart.Chart object at 0x6250319b0>
Aale_Tynni,r_poets,338,"['1913', 10, '3']","Kolpino, Russia","Колпино, Колпинский район, Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия","('59n7484', '30e6045')",<flatlib.chart.Chart object at 0x6247b1f98>
